#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 04:17:30       0     69     71      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:17:30       1     69     71      -     96     15      0      0      -      -   3615   1531   8693      2      0 
 04:17:30       2     73     69      -     92     17      0      0      -      -   3615   1531   8693      2      0 
 04:17:30       3     67     66      -     94     19      0      0      -      -   3615   1531   8693      2      0 
 04:18:00       0    121     71      -     96     15      0      0      -      -   3615   1531   8693      2      0 
 04:18:00       1    133     70      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:18:00       2    119     69      -     93     15      0      0      -      -   3615   1531   8693      2      0 
 04:18:00       3    114     66      -     93     15      0      0      -      -   3615   1531   8693      2      0 
 04:18:30       0    129     72      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:18:30       1    118     71      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:18:30       2    126     69      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:18:30       3    109     66      -     94     15      0      0      -      -   3615   1531   8693      2      0 
 04:19:00       0    112     71      -     96     15      0      0      -      -   3615   1531   8693      2      0 
 04:19:00       1    122     71      -     96     15      0      0      -      -   3615   1531   8693      2      0 
 04:19:00       2    141     69      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:19:00       3    117     66      -     93     15      0      0      -      -   3615   1531   8693      2      0 
 04:19:30       0    117     72      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:19:30       1    127     71      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:19:30       2    142     69      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:19:30       3    147     66      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:20:00       0    179     72      -     96     14      0      0      -      -   3615   1531   8693      2      0 
 04:20:00       1    185     71      -     96     13      0      0      -      -   3615   1531   8693      2      0 
 04:20:00       2    184     70      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:20:00       3    180     67      -     93     14      0      0      -      -   3615   1531   8693      2      0 
 04:20:30       0    166     71      -     97     14      0      0      -      -   3615   1531   8693      2      0 
 04:20:30       1    174     70      -     97     13      0      0      -      -   3615   1531   8693      2      0 
 04:20:30       2    176     69      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:20:30       3    173     66      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:21:00       0    127     71      -     96     15      0      0      -      -   3615   1531   8693      2      0 
 04:21:00       1    130     71      -     96     13      0      0      -      -   3615   1531   8693      2      0 
 04:21:00       2    116     69      -     95     13      0      0      -      -   3615   1531   8693      2      0 
 04:21:00       3    143     66      -     93     14      0      0      -      -   3615   1531   8693      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 04:21:30       0    177     72      -     97     12      0      0      -      -   3615   1531   8693      2      0 
 04:21:30       1    178     71      -     97     14      0      0      -      -   3615   1531   8693      2      0 
 04:21:30       2    165     69      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:21:30       3    152     66      -     94     14      0      0      -      -   3615   1531   8693      2      0 
 04:22:00       0    118     68      -     93     22      0      0      -      -   3615   1531   8693      2      0 
 04:22:00       1    131     67      -     93     21      0      0      -      -   3615   1531   8693      2      0 
 04:22:00       2    115     66      -     88     22      0      0      -      -   3615   1531   8693      2      0 
 04:22:00       3    108     62      -     88     22      0      0      -      -   3615   1531   8693      2      0 
 04:22:30       0    124     68      -     92     21      0      0      -      -   3615   1531   8693      2      0 
 04:22:30       1    128     67      -     94     21      0      0      -      -   3615   1531   8693      2      0 
 04:22:30       2    110     66      -     90     21      0      0      -      -   3615   1531   8693      2      0 
 04:22:30       3    124     63      -     89     20      0      0      -      -   3615   1531   8693      2      0 
 04:23:00       0    156     68      -     95     20      0      0      -      -   3615   1531   8693      2      0 
 04:23:00       1    140     68      -     94     21      0      0      -      -   3615   1531   8693      2      0 
 04:23:00       2    130     66      -     90     21      0      0      -      -   3615   1531   8693      2      0 
 04:23:00       3    145     63      -     89     21      0      0      -      -   3615   1531   8693      2      0 
 04:23:30       0    124     69      -     94     19      0      0      -      -   3615   1531   8693      2      0 
 04:23:30       1    122     68      -     95     18      0      0      -      -   3615   1531   8693      2      0 
